appid,name,developer,publisher,score_rank,positive,negative,userscore,owners,average_forever,average_2weeks,median_forever,median_2weeks,price,initialprice,discount,languages,genre,ccu,tags
15700,Oddworld: Abe's Oddysee,Oddworld Inhabitants,Oddworld Inhabitants,,3629,614,0,"5,000,000 .. 10,000,000",186,0,195,0,299,299,0,"English, French, German, Italian, Japanese, Spanish - Spain",Adventure,13,"{'Adventure': 2068, 'Platformer': 176, 'Classic': 149, 'Puzzle': 114, '2D': 110, 'Singleplayer': 98, 'Cult Classic': 91, 'Retro': 72, 'Dark': 63, 'Funny': 53, 'Comedy': 43, 'Atmospheric': 43, 'Difficult': 42, ""1990's"": 42, 'Puzzle-Platformer': 34, 'Cinematic': 32, 'Action': 25, 'Gore': 22, 'Fantasy': 21, 'Indie': 14}"
17300,Crysis,Crytek,Electronic Arts,,10456,2649,0,"1,000,000 .. 2,000,000",737,0,457,0,2999,2999,0,"English, French, German, Spanish - Spain, Italian, Czech, Polish, Russian, Hungarian",Action,17,"{'FPS': 550, 'Action': 466, 'Sci-fi': 328, 'Singleplayer': 259, 'Shooter': 255, 'Stealth': 239, 'Open World': 223, 'Aliens': 208, 'First-Person': 205, 'Benchmark': 180, 'Multiplayer': 151, 'Futuristic': 131, 'Atmospheric': 99, 'Adventure': 99, 'Story Rich': 96, 'Classic': 88, 'Destruction': 77, 'Sandbox': 68, 'Great Soundtrack': 64, 'Moddable': 37}"
17390,SPORE,Maxis™,Electronic Arts,,56689,4710,0,"2,000,000 .. 5,000,000",572,290,449,290,1999,1999,0,"English, Czech, Danish, German, Spanish - Spain, Finnish, French, Italian, Hungarian, Dutch, Norwegian, Polish, Russian, Swedish, Portuguese - Portugal","Action, Adventure, Casual, RPG, Simulation, Strategy",779,"{'God Game': 1500, 'Open World': 1463, 'Sandbox': 1426, 'Exploration': 1404, 'Colony Sim': 1402, 'Simulation': 1395, 'Space': 1383, 'Casual': 1345, 'Cute': 1340, 'Science': 1325, 'Funny': 1309, 'Aliens': 968, 'Sci-fi': 966, 'Adventure': 940, 'Colorful': 925, 'Cartoony': 922, 'Family Friendly': 918, 'Resource Management': 899, 'Comedy': 890, 'Cartoon': 867}"
17410,Mirror's Edge,DICE,Electronic Arts,,31903,4544,0,"2,000,000 .. 5,000,000",442,0,256,0,1999,1999,0,"English, French, German, Italian, Spanish - Spain, Czech, Russian, Polish, Hungarian, Portuguese - Portugal","Action, Adventure",54,"{'Action-Adventure': 1904, 'Parkour': 1883, 'First-Person': 1343, 'Exploration': 1321, '3D Platformer': 1199, 'Female Protagonist': 1179, 'Singleplayer': 1140, 'Platformer': 1127, 'Puzzle': 1121, 'Cyberpunk': 1114, 'Action': 1106, 'Colorful': 760, 'Dystopian ': 759, 'Stylized': 754, 'Atmospheric': 750, 'Sci-fi': 744, 'Futuristic': 732, 'Great Soundtrack': 732, 'Adventure': 730, 'Time Attack': 716}"
17460,Mass Effect (2007),BioWare,Electronic Arts,,15297,1029,0,"1,000,000 .. 2,000,000",1044,0,567,0,2999,2999,0,"English, French, German, Spanish - Spain, Italian","Action, RPG",32,"{'RPG': 1150, 'Sci-fi': 1060, 'Story Rich': 825, 'Action': 683, 'Space': 622, 'Third-Person Shooter': 611, 'Singleplayer': 608, 'Choices Matter': 403, 'Great Soundtrack': 391, 'Third Person': 385, 'Character Customization': 304, 'Shooter': 282, 'Adventure': 277, 'Female Protagonist': 275, 'Romance': 263, 'Atmospheric': 250, 'Open World': 250, 'Action RPG': 244, 'Real-Time with Pause': 237, 'Immersive': 167}"
17470,Dead Space (2008),EA Redwood Shores,Electronic Arts,,24687,2240,0,"2,000,000 .. 5,000,000",456,0,395,0,1999,1999,0,"English, French, German, Italian, Spanish - Spain","Action, Adventure",73,"{'Horror': 932, 'Sci-fi': 643, 'Action': 606, 'Space': 553, 'Survival Horror': 501, 'Third Person': 486, 'Atmospheric': 400, 'Singleplayer': 388, 'Third-Person Shooter': 375, 'Gore': 348, 'Shooter': 298, 'Aliens': 257, 'Dark': 222, 'Futuristic': 197, 'Story Rich': 174, 'Silent Protagonist': 162, 'Survival': 139, 'Adventure': 135, 'Zombies': 99, 'Immersive': 81}"
17480,Command & Conquer: Red Alert 3,EA Los Angeles,Electronic Arts,,12104,2079,0,"1,000,000 .. 2,000,000",2069,0,2087,0,1988,1988,0,"English, French, German, Italian, Czech, Hungarian, Polish, Russian, Spanish - Latin America",Strategy,479,"{'Strategy': 779, 'RTS': 662, 'Base-Building': 604, 'Multiplayer': 323, 'Co-op': 292, 'Singleplayer': 212, 'Alternate History': 206, 'War': 197, 'Real-Time': 197, 'Sci-fi': 194, 'Co-op Campaign': 188, 'Online Co-Op': 128, 'Action': 127, 'Classic': 119, 'Great Soundtrack': 105, 'Comedy': 103, 'FMV': 77, 'Atmospheric': 44, 'Story Rich': 21, 'Nudity': 17}"
19680,Alice: Madness Returns,Spicy Horse Games,Electronic Arts,,17531,1959,0,"2,000,000 .. 5,000,000",319,0,363,0,999,999,0,"English, French, German, Italian, Japanese, Spanish - Spain","Action, Adventure",306,"{'Horror': 804, '3D Platformer': 804, 'Female Protagonist': 782, 'Dark Fantasy': 782, 'Hack and Slash': 773, 'Action-Adventure': 746, 'Singleplayer': 728, 'Gothic': 721, 'Story Rich': 718, 'Platformer': 716, 'Third Person': 714, 'Surreal': 711, 'Psychological': 700, 'Fantasy': 687, 'Action': 682, 'Noir': 675, 'Based On A Novel': 661, 'Atmospheric': 659, 'Adventure': 643, 'Supernatural': 555}"
19900,Far Cry 2,Ubisoft Montreal,Ubisoft,,12213,3666,0,"1,000,000 .. 2,000,000",527,0,366,0,999,999,0,"English, French, Italian, German, Spanish - Spain",Action,112,"{'Open World': 478, 'FPS': 437, 'Action': 334, 'Shooter': 241, 'Singleplayer': 219, 'First-Person': 210, 'Multiplayer': 204, 'Adventure': 150, 'Realistic': 137, 'Sandbox': 132, 'Atmospheric': 130, 'Stealth': 124, 'Survival': 110, 'Exploration': 104, 'Story Rich': 71, 'Level Editor': 71, 'Immersive Sim': 70, 'Controller': 54, 'Great Soundtrack': 53, 'Co-op': 53}"
20510,S.T.A.L.K.E.R.: Clear Sky,GSC Game World,GSC World Publishing,,17326,2955,0,"1,000,000 .. 2,000,000",1101,0,1122,0,999,999,0,"English, French, German, Spanish - Spain, Russian, Ukrainian, Italian, Polish","Action, RPG",382,"{'Open World': 689, 'Atmospheric': 603, 'Post-apocalyptic': 574, 'FPS': 538, 'Survival': 533, 'Action': 437, 'First-Person': 342, 'RPG': 334, 'Shooter': 318, 'Singleplayer': 306, 'Survival Horror': 230, 'Adventure': 206, 'Multiplayer': 203, 'Horror': 199, 'Sci-fi': 192, 'Classic': 189, 'Moddable': 178, 'Zombies': 174, 'Inventory Management': 130, 'Sandbox': 75}"
20570,"Warhammer 40,000: Dawn of War II Chaos Rising","Relic Entertainment, Feral Interactive (Mac/Linux)","SEGA, Feral Interactive (Mac/Linux)",,2944,282,0,"1,000,000 .. 2,000,000",376,0,193,0,0,0,0,"English, French, German, Italian, Spanish - Spain",Strategy,151,"{'Strategy': 210, 'Warhammer 40K': 202, 'RTS': 159, 'Sci-fi': 84, 'Multiplayer': 71, 'Games Workshop': 70, 'Tactical': 54, 'Co-op': 44, 'Real-Time': 43, 'RPG': 37, 'Singleplayer': 36, 'Action': 23, 'Great Soundtrack': 12, 'Gore': 12, 'Real Time Tactics': 11, 'Futuristic': 6, 'Atmospheric': 5}"
20900,The Witcher: Enhanced Edition Director's Cut,CD PROJEKT RED,"CD PROJEKT RED, 1C-SoftClub",,70531,8840,0,"2,000,000 .. 5,000,000",919,0,420,0,999,999,0,"English, French, German, Spanish - Spain, Italian, Czech, Russian, Hungarian, Polish, Traditional Chinese (text only)","Action, RPG",678,"{'RPG': 1998, 'Fantasy': 1234, 'Story Rich': 1050, 'Mature': 909, 'Singleplayer': 903, 'Choices Matter': 880, 'Action': 814, 'Third Person': 790, 'Nudity': 724, 'Adventure': 661, 'Dark Fantasy': 617, 'Based On A Novel': 608, 'Atmospheric': 606, 'Open World': 518, 'Great Soundtrack': 446, 'Medieval': 422, 'Multiple Endings': 418, 'Action RPG': 368, 'Magic': 347, 'Classic': 252}"
20920,The Witcher 2: Assassins of Kings Enhanced Edition,CD PROJEKT RED,"CD PROJEKT RED, 1C-SoftClub",,75728,8802,0,"2,000,000 .. 5,000,000",851,104,359,104,1999,1999,0,"English, German, French, Spanish - Spain, Russian, Czech, Hungarian, Japanese, Polish, Turkish, Traditional Chinese, Italian, Korean, Portuguese - Brazil",RPG,611,"{'RPG': 3811, 'Fantasy': 2376, 'Mature': 1854, 'Story Rich': 1744, 'Choices Matter': 1710, 'Singleplayer': 1601, 'Third Person': 1525, 'Adventure': 1466, 'Nudity': 1459, 'Dark Fantasy': 1421, 'Multiple Endings': 1061, 'Open World': 1032, 'Action': 1029, 'Atmospheric': 923, 'Based On A Novel': 860, 'Well-Written': 848, 'Difficult': 688, 'Medieval': 684, 'Magic': 651, 'Dark': 614}"
21100,F.E.A.R. 3,Day 1 Studios,Warner Bros. Interactive Entertainment,,8654,3445,0,"1,000,000 .. 2,000,000",274,0,233,0,1999,1999,0,"English, French, German, Italian, Korean, Polish, Portuguese - Portugal, Russian, Spanish - Spain",Action,41,"{'FPS': 342, 'Horror': 326, 'Co-op': 283, 'Action': 262, 'Multiplayer': 171, 'Shooter': 168, 'Singleplayer': 140, 'Gore': 135, 'First-Person': 132, 'Online Co-Op': 122, 'Bullet Time': 77, 'Sci-fi': 48, 'Adventure': 46, 'Zombies': 42, 'Atmospheric': 41, 'Co-op Campaign': 41, 'Story Rich': 40, 'Mechs': 31, 'Controller': 21, 'Short': 16}"
21110,F.E.A.R.,"Monolith Productions, Inc., Timegate","Warner Bros. Games, Warner Bros. Interactive Entertainment",,0,0,0,"1,000,000 .. 2,000,000",160,0,199,0,5499,5499,0,English,Action,15,[]
21120,F.E.A.R.,"Monolith Productions, Inc., Timegate","Warner Bros. Games, Warner Bros. Interactive Entertainment",,0,0,0,"1,000,000 .. 2,000,000",223,0,293,0,5499,5499,0,English,Action,15,[]
21690,Resident Evil 5,Capcom,Capcom,,39024,5960,0,"1,000,000 .. 2,000,000",1112,0,594,0,1999,1999,0,"English, French, German, Italian, Japanese, Spanish - Spain, Czech, Polish, Russian","Action, Adventure",639,"{'Co-op': 518, 'Action': 506, 'Zombies': 498, 'Co-op Campaign': 377, 'Third-Person Shooter': 371, 'Online Co-Op': 362, 'Horror': 358, 'Multiplayer': 278, 'Adventure': 259, 'Third Person': 219, 'Survival Horror': 210, 'Shooter': 195, 'Singleplayer': 186, 'Local Co-Op': 184, 'Female Protagonist': 131, 'Quick-Time Events': 122, 'Survival': 114, 'Gore': 107, 'Atmospheric': 68, 'Split Screen': 64}"
22320,The Elder Scrolls III: Morrowind Game of the Year Edition,Bethesda Game Studios,Bethesda Softworks,,23655,1141,0,"1,000,000 .. 2,000,000",1041,711,688,711,1499,1499,0,"English, French, German",RPG,518,"{'RPG': 1290, 'Open World': 1134, 'Fantasy': 758, 'Classic': 673, 'Great Soundtrack': 651, 'Moddable': 614, 'Singleplayer': 551, 'First-Person': 526, 'Adventure': 505, 'Cult Classic': 490, 'Atmospheric': 453, 'Magic': 409, 'Exploration': 408, 'Story Rich': 399, 'Sandbox': 347, 'Character Customization': 324, 'Action RPG': 318, 'Medieval': 230, 'Action': 213, 'Third Person': 169}"
22330,The Elder Scrolls IV: Oblivion Game of the Year Edition,Bethesda Game Studios,Bethesda Softworks,,44790,2111,0,"1,000,000 .. 2,000,000",1572,0,1126,0,1499,1499,0,"English, French, Italian, German, Spanish - Spain",RPG,1317,"{'RPG': 1497, 'Open World': 1432, 'Fantasy': 1001, 'Singleplayer': 861, 'Moddable': 824, 'First-Person': 663, 'Adventure': 657, 'Exploration': 630, 'Great Soundtrack': 550, 'Magic': 503, 'Character Customization': 497, 'Action': 483, 'Story Rich': 417, 'Atmospheric': 404, 'Medieval': 386, 'Sandbox': 373, 'Classic': 344, 'Action RPG': 322, 'Third Person': 278, 'Dark Fantasy': 190}"
22350,BRINK,Splash Damage,Bethesda Softworks,,4900,2926,0,"1,000,000 .. 2,000,000",399,0,157,0,0,0,0,"English, French, German, Italian, Spanish - Spain","Action, Free To Play",13,"{'FPS': 328, 'Action': 261, 'Multiplayer': 252, 'Parkour': 235, 'Shooter': 186, 'Character Customization': 174, 'Free to Play': 172, 'Class-Based': 137, 'Co-op': 130, 'Singleplayer': 120, 'First-Person': 114, 'Gun Customization': 106, 'Team-Based': 89, 'Online Co-Op': 85, 'Sci-fi': 84, 'Tactical': 64, 'Atmospheric': 52, 'Adventure': 49, 'Casual': 47, 'Open World': 43}"
22370,Fallout 3: Game of the Year Edition,Bethesda Game Studios,Bethesda Softworks,,39310,9326,0,"2,000,000 .. 5,000,000",804,0,306,0,1999,1999,0,"English, French, German, Italian, Spanish - Spain",RPG,654,"{'Open World': 1554, 'RPG': 1446, 'Post-apocalyptic': 1401, 'Singleplayer': 897, 'Moddable': 853, 'First-Person': 751, 'Sci-fi': 677, 'FPS': 623, 'Adventure': 613, 'Action': 612, 'Exploration': 461, 'Replay Value': 447, 'Atmospheric': 432, 'Sandbox': 415, 'Third Person': 407, 'Story Rich': 339, 'Shooter': 317, 'Action RPG': 292, 'Cult Classic': 285, 'Great Soundtrack': 244}"
